Order_No,Restaurant_Latitude,Restaurant_Longitude,Destination_Latitude,Destination_Longitude,Price
461,28.543571,-81.351467,28.5082158,-81.332759,16.84
462,28.543571,-81.351467,28.5082243,-81.323831,95.85
463,28.543571,-81.351467,28.5082431,-81.327082,340.72
464,28.540432,-81.381077,28.5082709,-81.405657,565.37
465,28.543571,-81.351467,28.5083007,-81.326352,1092.63
466,28.543571,-81.351467,28.5083422,-81.319719,2.4
467,28.540432,-81.381077,28.5083628,-81.381259,42.39
468,28.543571,-81.351467,28.5083628,-81.381259,115.5
469,28.527592,-81.522987,28.5083779,-81.487627,171.39
470,28.527592,-81.522987,28.5083779,-81.487627,38.88
471,28.543571,-81.351467,28.508386,-81.32669,53.1
472,28.540432,-81.381077,28.5084482,-81.363844,3.3
473,28.543571,-81.351467,28.5084482,-81.363844,24.96
474,28.543571,-81.351467,28.5084849,-81.327008,3.25
475,28.543571,-81.351467,28.5085546,-81.322924,203.4
476,28.540432,-81.381077,28.5085908,-81.402839,13
477,28.543571,-81.351467,28.5086273,-81.331257,13.6
478,28.543571,-81.351467,28.5086273,-81.331257,27.2
479,28.543571,-81.351467,28.5088369,-81.331258,42.5
480,28.543571,-81.351467,28.5088608,-81.328762,158.4
481,28.540432,-81.381077,28.5088739,-81.364542,2256
482,28.543571,-81.351467,28.5088739,-81.364542,398
483,28.527592,-81.522987,28.5088891,-81.487108,101.76
484,28.540432,-81.381077,28.5089382,-81.382224,180
485,28.543571,-81.351467,28.5089382,-81.382224,22.86
486,28.543571,-81.351467,28.5089404,-81.323912,2.88
487,28.4676808,-81.4510725,28.5089624,-81.441193,56.44
488,28.543571,-81.351467,28.5090396,-81.331247,350
489,28.543571,-81.351467,28.5090396,-81.331247,1.49
490,28.543571,-81.351467,28.5091295,-81.323438,10.6
491,28.543571,-81.351467,28.509238,-81.323093,280.84
492,28.543571,-81.351467,28.5092572,-81.331397,127.54
493,28.543571,-81.351467,28.509356,-81.320174,25.92
494,28.543571,-81.351467,28.5094241,-81.321261,178.21
495,28.543571,-81.351467,28.5094458,-81.328999,197.1
496,28.540432,-81.381077,28.5094909,-81.381243,6.77
497,28.543571,-81.351467,28.5094909,-81.381243,15.77
498,28.543571,-81.351467,28.5094915,-81.329229,223.41
499,28.540432,-81.381077,28.5094935,-81.380963,3
500,28.543571,-81.351467,28.5094935,-81.380963,120.96
501,28.543571,-81.351467,28.5094964,-81.322305,12.39
502,28.540432,-81.381077,28.5095154,-81.370332,29.43
503,28.543571,-81.351467,28.5095154,-81.370332,101.88
504,28.543571,-81.351467,28.5095202,-81.323898,11.1
505,28.543571,-81.351467,28.5095534,-81.329559,79.2
506,28.540432,-81.381077,28.5095743,-81.370076,19.53
507,28.543571,-81.351467,28.5095743,-81.370076,50.96
508,28.543571,-81.351467,28.5095897,-81.319444,2.56
509,28.540432,-81.381077,28.5096385,-81.364598,63.84
510,28.543571,-81.351467,28.5096385,-81.364598,125
511,28.543571,-81.351467,28.5097414,-81.320726,1298.4
512,28.540432,-81.381077,28.5097639,-81.378463,278.97
513,28.543571,-81.351467,28.5097639,-81.378463,12.72
514,28.540432,-81.381077,28.5097728,-81.377506,12.47
515,28.543571,-81.351467,28.5097728,-81.377506,49.05
516,28.540432,-81.381077,28.5098048,-81.370052,337.23
517,28.543571,-81.351467,28.5098048,-81.370052,2.96
518,28.543571,-81.351467,28.5098456,-81.323113,5.8
519,28.543571,-81.351467,28.5098456,-81.323113,40.5
520,28.540432,-81.381077,28.5098805,-81.366815,21.95
521,28.543571,-81.351467,28.5098805,-81.366815,220.32
522,28.543571,-81.351467,28.5098868,-81.322629,766.7
523,28.543571,-81.351467,28.5098944,-81.319907,287.98
524,28.540432,-81.381077,28.509913,-81.369823,13.4
525,28.543571,-81.351467,28.509913,-81.369823,0.58
526,28.543571,-81.351467,28.5099732,-81.321871,99.12
527,28.4676808,-81.4510725,28.5099887,-81.435249,140
528,28.540432,-81.381077,28.5100185,-81.365322,12.78
529,28.543571,-81.351467,28.5100185,-81.365322,139.8
530,28.4676808,-81.4510725,28.5101158,-81.441219,863.74
531,28.540432,-81.381077,28.5101304,-81.376636,99.12
532,28.543571,-81.351467,28.5101304,-81.376636,0.38
533,28.540432,-81.381077,28.5101411,-81.414177,127.5
534,28.540432,-81.381077,28.5101489,-81.369872,194.81
535,28.543571,-81.351467,28.5101489,-81.369872,39.95
536,28.543571,-81.351467,28.5101863,-81.321297,32.9
537,28.543571,-81.351467,28.5102356,-81.330519,325.44
538,28.540432,-81.381077,28.5102413,-81.404565,110.11
539,28.540432,-81.381077,28.5102432,-81.404223,876
540,28.540432,-81.381077,28.5102432,-81.404223,47.4
541,28.540432,-81.381077,28.5102639,-81.364716,24.7
542,28.543571,-81.351467,28.5102639,-81.364716,2.54
543,28.543571,-81.351467,28.510264,-81.322335,1910.4
544,28.543571,-81.351467,28.5102766,-81.317136,104.16
545,28.540432,-81.381077,28.5103295,-81.3652,58
546,28.543571,-81.351467,28.5103295,-81.3652,83.15
547,28.540432,-81.381077,28.5103493,-81.377362,6.7
548,28.543571,-81.351467,28.5103493,-81.377362,355.2
549,28.540432,-81.381077,28.5103616,-81.409932,83.88
550,28.540432,-81.381077,28.5103795,-81.417988,110.56
551,28.543571,-81.351467,28.5104202,-81.321912,8.3
552,28.4676808,-81.4510725,28.5104458,-81.43788,13.44
553,28.543571,-81.351467,28.5104708,-81.319251,45.36
554,28.540432,-81.381077,28.5105205,-81.409732,203.52
555,28.543571,-81.351467,28.5105412,-81.320395,75.78
556,28.540432,-81.381077,28.5105776,-81.37662,4.25
557,28.543571,-81.351467,28.5105776,-81.37662,16.96
558,28.540432,-81.381077,28.5106092,-81.378378,11.82
559,28.543571,-81.351467,28.5106092,-81.378378,1914.24
560,28.543571,-81.351467,28.5106104,-81.31923,127.5
561,28.540432,-81.381077,28.5106573,-81.367399,49.9
562,28.543571,-81.351467,28.5106573,-81.367399,62.1
563,28.540432,-81.381077,28.510658,-81.404568,233
564,28.543571,-81.351467,28.5106755,-81.32617,0.79
565,28.543571,-81.351467,28.51068,-81.31872,9.84
566,28.540432,-81.381077,28.5107076,-81.363358,18.24
567,28.543571,-81.351467,28.5107076,-81.363358,67.8
568,28.4676808,-81.4510725,28.5108614,-81.457403,85
569,28.543571,-81.351467,28.5108881,-81.316714,382.5
570,28.543571,-81.351467,28.5109716,-81.326171,115.56
571,28.4676808,-81.4510725,28.5109785,-81.458356,4.26
572,28.543571,-81.351467,28.5109979,-81.319396,101.7
573,28.4676808,-81.4510725,28.5110054,-81.45968,240.69
574,28.540432,-81.381077,28.5110706,-81.404571,80.64
575,28.540432,-81.381077,28.5111172,-81.41499,199.8
576,28.540432,-81.381077,28.5111423,-81.367503,14.58
577,28.543571,-81.351467,28.5111423,-81.367503,47.7
578,28.4676808,-81.4510725,28.5111586,-81.438575,5.08
579,28.4676808,-81.4510725,28.5111586,-81.438575,22.98
580,28.540432,-81.381077,28.5111802,-81.380832,45.9
581,28.543571,-81.351467,28.5111802,-81.380832,10.79
582,28.540432,-81.381077,28.5112489,-81.413727,128.6
583,28.540432,-81.381077,28.511252,-81.416035,26
584,28.540432,-81.381077,28.511252,-81.416035,87.8
585,28.543571,-81.351467,28.5113012,-81.3159,68.16
586,28.4676808,-81.4510725,28.5113284,-81.440849,31.98
587,28.4676808,-81.4510725,28.5113296,-81.440653,16.75
588,28.4676808,-81.4510725,28.5113296,-81.440653,101.64
589,28.4676808,-81.4510725,28.5113334,-81.440066,194.81
590,28.540432,-81.381077,28.5113595,-81.374637,59.53
591,28.543571,-81.351467,28.5113595,-81.374637,57.9
592,28.540432,-81.381077,28.511409,-81.382087,464
593,28.543571,-81.351467,28.511409,-81.382087,2.56
594,28.543571,-81.351467,28.5114269,-81.318994,12.5
595,28.543571,-81.351467,28.5114558,-81.3205,159.57
596,28.543571,-81.351467,28.5114558,-81.3205,107.38
597,28.4676808,-81.4510725,28.5114637,-81.45979,262.73
598,28.540432,-81.381077,28.5114758,-81.364594,6539.4
599,28.543571,-81.351467,28.5114758,-81.364594,220.32
600,28.540432,-81.381077,28.5115811,-81.37165,472.5
601,28.543571,-81.351467,28.5115811,-81.37165,63.96
602,28.543571,-81.351467,28.5115836,-81.326175,128.6
603,28.543571,-81.351467,28.5115836,-81.326175,5.85
604,28.540432,-81.381077,28.511587,-81.370741,33.26
605,28.543571,-81.351467,28.511587,-81.370741,14.43
606,28.527592,-81.522987,28.5115935,-81.476867,25.8
607,28.527592,-81.522987,28.5115935,-81.476867,660
608,28.540432,-81.381077,28.5116234,-81.412154,66.12
609,28.540432,-81.381077,28.5116614,-81.413732,220.74
610,28.540432,-81.381077,28.5116614,-81.413732,22.38
611,28.543571,-81.351467,28.5117291,-81.336881,565.37
612,28.543571,-81.351467,28.5117291,-81.336881,559.2
613,28.543571,-81.351467,28.5117291,-81.336881,4121.64
614,28.543571,-81.351467,28.5117502,-81.319032,25
615,28.543571,-81.351467,28.5117668,-81.33371,222
616,28.540432,-81.381077,28.5117998,-81.365274,105.25
617,28.543571,-81.351467,28.5117998,-81.365274,8.25
618,28.540432,-81.381077,28.5118411,-81.414886,140
619,28.540432,-81.381077,28.511874,-81.414295,16.95
620,28.543571,-81.351467,28.5118801,-81.336921,550.8
621,28.543571,-81.351467,28.5118801,-81.336921,647.04
622,28.543571,-81.351467,28.5118801,-81.336921,22.95
623,28.543571,-81.351467,28.5118844,-81.336326,13.41
624,28.543571,-81.351467,28.5118844,-81.336326,17
625,28.540432,-81.381077,28.5119014,-81.417191,121.86
626,28.543571,-81.351467,28.5121102,-81.332009,15.79
627,28.543571,-81.351467,28.512116,-81.320941,607.49
628,28.540432,-81.381077,28.5121648,-81.375296,71.5
629,28.543571,-81.351467,28.5121648,-81.375296,876
630,28.4676808,-81.4510725,28.5121796,-81.448807,9.72
631,28.4676808,-81.4510725,28.5121796,-81.448807,121.92
632,28.543571,-81.351467,28.5121796,-81.319529,92.87
633,28.543571,-81.351467,28.5121825,-81.336923,107.38
634,28.543571,-81.351467,28.5121825,-81.336923,220.74
635,28.543571,-81.351467,28.5121825,-81.336923,29.74
636,28.540432,-81.381077,28.5122366,-81.360142,67.8
637,28.543571,-81.351467,28.5122366,-81.360142,291.16
638,28.543571,-81.351467,28.5122729,-81.325869,70.8
639,28.543571,-81.351467,28.5122959,-81.318752,3.85
640,28.543571,-81.351467,28.5123038,-81.331869,177.87
641,28.543571,-81.351467,28.512311,-81.318346,237.6
642,28.543571,-81.351467,28.5123301,-81.331278,5.63
643,28.543571,-81.351467,28.5123338,-81.336925,11.9
644,28.543571,-81.351467,28.5123338,-81.336925,10.9
645,28.540432,-81.381077,28.5124249,-81.378007,3.73
646,28.543571,-81.351467,28.5124249,-81.378007,85.2
647,28.540432,-81.381077,28.5124747,-81.37165,37.28
648,28.543571,-81.351467,28.5124747,-81.37165,584.59
649,28.543571,-81.351467,28.5124831,-81.320912,12
650,28.543571,-81.351467,28.512485,-81.336926,135.4
651,28.543571,-81.351467,28.512485,-81.336926,262.8
652,28.543571,-81.351467,28.5124892,-81.336331,23.64
653,28.543571,-81.351467,28.5124892,-81.336331,5.92
654,28.527592,-81.522987,28.5125446,-81.484147,408
655,28.540432,-81.381077,28.5125469,-81.375896,30.24
656,28.543571,-81.351467,28.5125469,-81.375896,2.28
657,28.540432,-81.381077,28.5125657,-81.415803,229.44
658,28.540432,-81.381077,28.5126773,-81.416837,8.85
659,28.543571,-81.351467,28.5127452,-81.317856,75.9
660,28.527592,-81.522987,28.5127583,-81.492346,1092.63
661,28.543571,-81.351467,28.5127628,-81.320945,116.38
662,28.543571,-81.351467,28.5127829,-81.333041,177.1
663,28.540432,-81.381077,28.5127872,-81.362106,58.94
664,28.557845,-81.364547,28.5127872,-81.362106,0.43
665,28.543571,-81.351467,28.5127872,-81.362106,29.34
666,28.543571,-81.351467,28.5127874,-81.336928,968.62
667,28.543571,-81.351467,28.5127874,-81.336928,238.8
668,28.543571,-81.351467,28.5127916,-81.336333,60.84
669,28.543571,-81.351467,28.5127916,-81.336333,93.17
670,28.543571,-81.351467,28.512846,-81.317508,55.66
671,28.543571,-81.351467,28.5128967,-81.318383,10.14
672,28.543571,-81.351467,28.5129387,-81.336929,5.45
673,28.543571,-81.351467,28.5129387,-81.336929,7.65
674,28.543571,-81.351467,28.5129652,-81.317858,8.52
675,28.543571,-81.351467,28.5130067,-81.332544,232
676,28.543571,-81.351467,28.5130234,-81.333043,36.9
677,28.527592,-81.522987,28.5130334,-81.492347,278.97
678,28.543571,-81.351467,28.5131012,-81.336931,24.45
679,28.543571,-81.351467,28.5131012,-81.336931,67.6
680,28.543571,-81.351467,28.5131053,-81.336336,1668.59
681,28.543571,-81.351467,28.5131053,-81.336336,3.35
682,28.540432,-81.381077,28.5131277,-81.414885,12.9
683,28.540432,-81.381077,28.5131844,-81.379453,59.29
684,28.543571,-81.351467,28.5131844,-81.379453,42.4
685,28.540432,-81.381077,28.5131853,-81.379259,8.82
686,28.543571,-81.351467,28.5131853,-81.379259,98.1
687,28.540432,-81.381077,28.5131947,-81.413484,232
688,28.540432,-81.381077,28.5131969,-81.413237,25.5
689,28.540432,-81.381077,28.5131969,-81.413237,46.25
690,28.540432,-81.381077,28.5131969,-81.413237,140.56
691,28.540432,-81.381077,28.5131976,-81.374784,27.12
692,28.543571,-81.351467,28.5131976,-81.374784,290
693,28.527592,-81.522987,28.5132106,-81.493298,27.08
694,28.527592,-81.522987,28.5132106,-81.493298,84.5
695,28.540432,-81.381077,28.513213,-81.415838,9.87
696,28.543571,-81.351467,28.5132345,-81.322303,25.26
697,28.540432,-81.381077,28.513251,-81.368303,103.68
698,28.557845,-81.364547,28.513251,-81.368303,17.02
699,28.543571,-81.351467,28.513251,-81.368303,152.4
700,28.540432,-81.381077,28.5132766,-81.41229,91.44
701,28.540432,-81.381077,28.5133019,-81.370326,154.28
702,28.557845,-81.364547,28.5133019,-81.370326,29.43
703,28.543571,-81.351467,28.5133019,-81.370326,57.5
704,28.543571,-81.351467,28.5133113,-81.319196,350
705,28.540432,-81.381077,28.5133118,-81.369438,65.8
706,28.557845,-81.364547,28.5133118,-81.369438,46.5
707,28.543571,-81.351467,28.5133118,-81.369438,228.96
708,28.540432,-81.381077,28.5134192,-81.358159,177.6
709,28.557845,-81.364547,28.5134192,-81.358159,26.1
710,28.543571,-81.351467,28.5134192,-81.358159,6.95
711,28.540432,-81.381077,28.5135018,-81.369696,41.76
712,28.557845,-81.364547,28.5135018,-81.369696,95.85
713,28.543571,-81.351467,28.5135018,-81.369696,23.8
714,28.540432,-81.381077,28.5135096,-81.355702,2.43
715,28.557845,-81.364547,28.5135096,-81.355702,199.68
716,28.543571,-81.351467,28.5135096,-81.355702,4.62
717,28.543571,-81.351467,28.5135545,-81.337174,88.65
718,28.540432,-81.381077,28.5136241,-81.371886,1752
719,28.557845,-81.364547,28.5136241,-81.371886,119.6
720,28.543571,-81.351467,28.5136241,-81.371886,17.55
721,28.543571,-81.351467,28.5136427,-81.31782,31.54
722,28.543571,-81.351467,28.5136448,-81.317488,12.74
723,28.543571,-81.351467,28.5136456,-81.317378,80.96
724,28.543571,-81.351467,28.5136745,-81.333042,25.5
725,28.543571,-81.351467,28.5136778,-81.318389,19.75
726,28.543571,-81.351467,28.513684,-81.316698,120.96
727,28.540432,-81.381077,28.5136953,-81.411151,27.84
728,28.540432,-81.381077,28.5137126,-81.413999,57.12
729,28.540432,-81.381077,28.5137126,-81.413999,35.95
730,28.540432,-81.381077,28.5137126,-81.413999,174.66
731,28.543571,-81.351467,28.5137308,-81.322684,9.75
732,28.543571,-81.351467,28.5137825,-81.323837,620.8
733,28.540432,-81.381077,28.5139406,-81.356468,534.63
734,28.557845,-81.364547,28.5139406,-81.356468,110.56
735,28.543571,-81.351467,28.5139406,-81.356468,5.94
736,28.540432,-81.381077,28.514,-81.368,24
737,28.557845,-81.364547,28.514,-81.368,4.22
738,28.543571,-81.351467,28.514,-81.368,17.88
739,28.543571,-81.351467,28.5140005,-81.336228,1668.59
740,28.543571,-81.351467,28.5140058,-81.334785,39.8
741,28.543571,-81.351467,28.5140058,-81.334785,7.64
742,28.540432,-81.381077,28.5140632,-81.378096,77183.6
743,28.543571,-81.351467,28.5140632,-81.378096,3.78
744,28.543571,-81.351467,28.5140745,-81.316704,419.4
745,28.543571,-81.351467,28.5140873,-81.319251,101
746,28.543571,-81.351467,28.5140873,-81.319251,15.28
747,28.543571,-81.351467,28.5140873,-81.319251,1914.24
748,28.540432,-81.381077,28.5141466,-81.373343,1.88
749,28.557845,-81.364547,28.5141466,-81.373343,237.16
750,28.543571,-81.351467,28.5141466,-81.373343,40.71
751,28.543571,-81.351467,28.5141821,-81.328798,1.63
752,28.540432,-81.381077,28.5141844,-81.371137,35.4
753,28.557845,-81.364547,28.5141844,-81.371137,35.95
754,28.543571,-81.351467,28.5141844,-81.371137,20
755,28.540432,-81.381077,28.5141876,-81.370879,810
756,28.557845,-81.364547,28.5141876,-81.370879,727.32
757,28.543571,-81.351467,28.5141876,-81.370879,8.15
758,28.543571,-81.351467,28.5141934,-81.321372,16.47
759,28.543571,-81.351467,28.5142003,-81.316719,495
760,28.540432,-81.381077,28.5142281,-81.414019,122.04
761,28.540432,-81.381077,28.5142328,-81.413505,10.05
762,28.543571,-81.351467,28.5142615,-81.338182,3.35
763,28.543571,-81.351467,28.5142615,-81.338182,764
764,28.540432,-81.381077,28.5143244,-81.371892,83.4
765,28.557845,-81.364547,28.5143244,-81.371892,432.48
766,28.543571,-81.351467,28.5143244,-81.371892,394.83
767,28.543571,-81.351467,28.5143581,-81.338293,27.14
768,28.540432,-81.381077,28.5143784,-81.418497,86.4
769,28.540432,-81.381077,28.5143784,-81.418497,24.96
770,28.540432,-81.381077,28.5143804,-81.41053,27.12
771,28.543571,-81.351467,28.5143876,-81.336189,162.24
772,28.543571,-81.351467,28.5144406,-81.317843,1.95
773,28.543571,-81.351467,28.514443,-81.317512,39.84
774,28.543571,-81.351467,28.5144446,-81.317291,549.79
775,28.540432,-81.381077,28.5144744,-81.416779,369.95
776,28.540432,-81.381077,28.514485,-81.416007,4.65
777,28.543571,-81.351467,28.5144912,-81.320306,3.87
778,28.543571,-81.351467,28.5144955,-81.318306,40.2
779,28.543571,-81.351467,28.5144961,-81.319011,116.3
780,28.540432,-81.381077,28.5144992,-81.417473,5.06
781,28.527592,-81.522987,28.5145113,-81.496607,27.25
782,28.543571,-81.351467,28.5145255,-81.337332,112.37
783,28.540432,-81.381077,28.5145268,-81.372786,18.6
784,28.557845,-81.364547,28.5145268,-81.372786,29.34
785,28.543571,-81.351467,28.5145268,-81.372786,17.5
786,28.540432,-81.381077,28.5145882,-81.375616,59.29
787,28.557845,-81.364547,28.5145882,-81.375616,99
788,28.543571,-81.351467,28.5145882,-81.375616,508.8
789,28.543571,-81.351467,28.5145901,-81.319712,75
790,28.540432,-81.381077,28.5145947,-81.375008,203.52
791,28.557845,-81.364547,28.5145947,-81.375008,109.19
792,28.543571,-81.351467,28.5145947,-81.375008,150
793,28.527592,-81.522987,28.5146863,-81.496874,1
794,28.543571,-81.351467,28.5147636,-81.320186,40.71
795,28.543571,-81.351467,28.5148153,-81.337665,3.9
796,28.543571,-81.351467,28.5148153,-81.337665,44.08
797,28.543571,-81.351467,28.5148536,-81.336156,1020
798,28.540432,-81.381077,28.5148539,-81.414161,57.6
799,28.540432,-81.381077,28.5148539,-81.414161,91.44
800,28.540432,-81.381077,28.5149164,-81.374118,28.35
801,28.557845,-81.364547,28.5149164,-81.374118,53.7
802,28.543571,-81.351467,28.5149164,-81.374118,7.29
803,28.543571,-81.351467,28.515,-81.333,73.92
804,28.543571,-81.351467,28.5150106,-81.31549,55.66
805,28.527592,-81.522987,28.5150398,-81.476621,4.13
806,28.543571,-81.351467,28.5150452,-81.315216,33.75
807,28.540432,-81.381077,28.5150513,-81.37412,6.63
808,28.557845,-81.364547,28.5150513,-81.37412,974.05
809,28.543571,-81.351467,28.5150513,-81.37412,22.59
810,28.527592,-81.522987,28.5150671,-81.477573,3.26
811,28.540432,-81.381077,28.5150713,-81.368894,92.8
812,28.557845,-81.364547,28.5150713,-81.368894,250
813,28.543571,-81.351467,28.5150713,-81.368894,16.96
814,28.540432,-81.381077,28.515098,-81.386941,2328.48
815,28.543571,-81.351467,28.515098,-81.386941,2.55
816,28.540432,-81.381077,28.515202,-81.406025,79.9
817,28.543571,-81.351467,28.5152162,-81.32342,15.79
818,28.543571,-81.351467,28.5152661,-81.336159,29.4
819,28.540432,-81.381077,28.5152839,-81.385573,7.65
820,28.543571,-81.351467,28.5152839,-81.385573,65
821,28.527592,-81.522987,28.515324,-81.495268,177.87
822,28.527592,-81.522987,28.515324,-81.495268,23.7
823,28.527592,-81.522987,28.515324,-81.495268,8.47
824,28.540432,-81.381077,28.5153274,-81.419051,316.8
825,28.543571,-81.351467,28.5153747,-81.319509,47.2
826,28.543571,-81.351467,28.5154081,-81.322963,72
827,28.543571,-81.351467,28.5154081,-81.322963,8.4
828,28.540432,-81.381077,28.515453,-81.384035,25.8
829,28.543571,-81.351467,28.515453,-81.384035,7.47
830,28.540432,-81.381077,28.515526,-81.374749,152.82
831,28.557845,-81.364547,28.515526,-81.374749,201.6
832,28.543571,-81.351467,28.515526,-81.374749,228.6
833,28.543571,-81.351467,28.5155413,-81.316229,22.2
834,28.543571,-81.351467,28.5155413,-81.316229,243.47
835,28.543571,-81.351467,28.5155521,-81.326908,70.28
836,28.540432,-81.381077,28.5155656,-81.419573,62.4
837,28.540432,-81.381077,28.5155944,-81.380127,33.06
838,28.557845,-81.364547,28.5155944,-81.380127,0.18
839,28.543571,-81.351467,28.5155944,-81.380127,47.27
840,28.527592,-81.522987,28.5155959,-81.496767,243.36
841,28.540432,-81.381077,28.5156299,-81.415679,40.71
842,28.540432,-81.381077,28.5156367,-81.405858,75.27
843,28.543571,-81.351467,28.5157445,-81.336676,326.4
844,28.543571,-81.351467,28.5157445,-81.336676,110.5
845,28.543571,-81.351467,28.5157635,-81.335782,1110
846,28.543571,-81.351467,28.5158063,-81.319669,109.46
847,28.540432,-81.381077,28.5160024,-81.373097,19.35
848,28.557845,-81.364547,28.5160024,-81.373097,4.24
849,28.543571,-81.351467,28.5160024,-81.373097,34.44
850,28.543571,-81.351467,28.5160385,-81.335783,7.38
851,28.540432,-81.381077,28.5161,-81.3777,43.16
852,28.557845,-81.364547,28.5161,-81.3777,95.85
853,28.543571,-81.351467,28.5161,-81.3777,76.32
854,28.540432,-81.381077,28.5161419,-81.412945,42.55
855,28.540432,-81.381077,28.5161419,-81.412945,230.1
856,28.540432,-81.381077,28.5161419,-81.412945,5.46
857,28.540432,-81.381077,28.5161548,-81.416683,76.47
858,28.540432,-81.381077,28.5162113,-81.418877,17.82
859,28.543571,-81.351467,28.5162259,-81.32705,265
860,28.540432,-81.381077,28.5162518,-81.387153,22.86
861,28.543571,-81.351467,28.5162518,-81.387153,32.94
862,28.543571,-81.351467,28.5162884,-81.323161,13.4
863,28.543571,-81.351467,28.516346,-81.336885,84.7
864,28.540432,-81.381077,28.5163675,-81.422832,75.9
865,28.540432,-81.381077,28.5163709,-81.37602,93.17
866,28.557845,-81.364547,28.5163709,-81.37602,311.66
867,28.543571,-81.351467,28.5163709,-81.37602,240.41
868,28.540432,-81.381077,28.51638,-81.379823,13.95
869,28.557845,-81.364547,28.51638,-81.379823,75
870,28.543571,-81.351467,28.51638,-81.379823,91.08
871,28.540432,-81.381077,28.516407,-81.338945,63.2
872,28.543571,-81.351467,28.516407,-81.338945,1188
873,28.527592,-81.522987,28.516411,-81.476895,7.9
874,28.527592,-81.522987,28.516411,-81.476895,478.1
875,28.543571,-81.351467,28.516456,-81.336034,80.64
876,28.543571,-81.351467,28.5164605,-81.31337,92.5
877,28.543571,-81.351467,28.5164605,-81.31337,50.96
878,28.543571,-81.351467,28.5165989,-81.321209,23.16
879,28.543571,-81.351467,28.5165989,-81.321209,20.25
880,28.543571,-81.351467,28.5165989,-81.321209,601.37
881,28.527592,-81.522987,28.5167164,-81.497736,396.81
882,28.527592,-81.522987,28.5167164,-81.497736,111.86
883,28.540432,-81.381077,28.5167267,-81.423274,70.28
884,28.540432,-81.381077,28.5167267,-81.423274,141.6
885,28.540432,-81.381077,28.5167267,-81.423274,107.4
886,28.543571,-81.351467,28.5168015,-81.337469,19.5
887,28.543571,-81.351467,28.5168298,-81.329199,43
888,28.540432,-81.381077,28.5168881,-81.41824,68
889,28.527592,-81.522987,28.5169405,-81.47715,4.92
890,28.527592,-81.522987,28.51699,-81.476128,146.85
891,28.527592,-81.522987,28.5170207,-81.494005,28.35
892,28.527592,-81.522987,28.517024,-81.476622,8.15
893,28.543571,-81.351467,28.5172676,-81.324547,5.2
894,28.543571,-81.351467,28.5172756,-81.323516,6.72
895,28.540432,-81.381077,28.5173208,-81.383361,112.37
896,28.557845,-81.364547,28.5173208,-81.383361,49.8
897,28.543571,-81.351467,28.5173208,-81.383361,80.64
898,28.543571,-81.351467,28.5173532,-81.315684,5.46
899,28.543571,-81.351467,28.5173935,-81.333079,40.32
900,28.543571,-81.351467,28.5173935,-81.333079,701.95
901,28.543571,-81.351467,28.5173935,-81.333079,3.81
902,28.527592,-81.522987,28.5174441,-81.500673,23.24
903,28.527592,-81.522987,28.5174468,-81.4768,472.5
904,28.527592,-81.522987,28.5174608,-81.475978,6.32
905,28.527592,-81.522987,28.5174809,-81.477675,3.45
906,28.543571,-81.351467,28.5174872,-81.328497,204
907,28.527592,-81.522987,28.5175431,-81.497252,116.71
908,28.527592,-81.522987,28.5175475,-81.495448,37.17
909,28.540432,-81.381077,28.5176311,-81.425047,50.6
910,28.540432,-81.381077,28.5176703,-81.338036,12.75
911,28.543571,-81.351467,28.5176703,-81.338036,36
912,28.540432,-81.381077,28.5178433,-81.416592,21.6
913,28.527592,-81.522987,28.517879,-81.501421,3.3
914,28.527592,-81.522987,28.5179006,-81.476308,1.2
915,28.543571,-81.351467,28.5179021,-81.335936,129.05
916,28.527592,-81.522987,28.5179239,-81.500536,3.29
917,28.527592,-81.522987,28.5179979,-81.477531,39.84
918,28.527592,-81.522987,28.518,-81.479,10.04
919,28.540432,-81.381077,28.5180125,-81.416432,17.82
920,28.527592,-81.522987,28.5180158,-81.497169,202.5
921,28.527592,-81.522987,28.5180831,-81.476906,27.8
922,28.540432,-81.381077,28.5181224,-81.338016,13.54
923,28.543571,-81.351467,28.5181224,-81.338016,22.98
924,28.543571,-81.351467,28.5181476,-81.312793,12.55
925,28.543571,-81.351467,28.5181476,-81.312793,13.57
926,28.543571,-81.351467,28.5181519,-81.322235,13.43
927,28.543571,-81.351467,28.5181678,-81.320167,205.74
928,28.540432,-81.381077,28.5182306,-81.42013,76.5
929,28.540432,-81.381077,28.5183001,-81.338929,11.55
930,28.543571,-81.351467,28.5183001,-81.338929,261.04
931,28.543571,-81.351467,28.5183306,-81.335981,99.75
932,28.540432,-81.381077,28.518353,-81.415389,11.52
933,28.540432,-81.381077,28.518353,-81.415389,17.22
934,28.540432,-81.381077,28.518353,-81.415389,19.55
935,28.540432,-81.381077,28.5185812,-81.388087,74.96
936,28.557845,-81.364547,28.5185812,-81.388087,1
937,28.543571,-81.351467,28.5185812,-81.388087,6.77
938,28.527592,-81.522987,28.5186317,-81.501077,14.5
939,28.527592,-81.522987,28.5186317,-81.501077,20.1
940,28.543571,-81.351467,28.5186396,-81.315234,19.35
941,28.543571,-81.351467,28.5186494,-81.324427,93.6
942,28.543571,-81.351467,28.5186743,-81.321419,1.8
943,28.540432,-81.381077,28.518769,-81.416515,144.5
944,28.543571,-81.351467,28.518792,-81.317334,35.95
945,28.543571,-81.351467,28.518792,-81.317334,17.63
